center,left,right,steering,throttle,brake,speed
IMG/center_2021_02_07_18_25_11_428.jpg,IMG/left_2021_02_07_18_25_11_428.jpg,IMG/right_2021_02_07_18_25_11_428.jpg,0,1,0,30.1894
IMG/center_2021_02_07_18_25_11_555.jpg,IMG/left_2021_02_07_18_25_11_555.jpg,IMG/right_2021_02_07_18_25_11_555.jpg,-0.3,1,0,30.17371
IMG/center_2021_02_07_18_25_11_684.jpg,IMG/left_2021_02_07_18_25_11_684.jpg,IMG/right_2021_02_07_18_25_11_684.jpg,0,1,0,30.18876
IMG/center_2021_02_07_18_25_11_759.jpg,IMG/left_2021_02_07_18_25_11_759.jpg,IMG/right_2021_02_07_18_25_11_759.jpg,0,1,0,30.18969
IMG/center_2021_02_07_18_25_11_879.jpg,IMG/left_2021_02_07_18_25_11_879.jpg,IMG/right_2021_02_07_18_25_11_879.jpg,-0.3,1,0,30.17319
IMG/center_2021_02_07_18_25_11_988.jpg,IMG/left_2021_02_07_18_25_11_988.jpg,IMG/right_2021_02_07_18_25_11_988.jpg,0,1,0,30.19004
IMG/center_2021_02_07_18_25_12_100.jpg,IMG/left_2021_02_07_18_25_12_100.jpg,IMG/right_2021_02_07_18_25_12_100.jpg,0,1,0,30.19024
IMG/center_2021_02_07_18_25_12_226.jpg,IMG/left_2021_02_07_18_25_12_226.jpg,IMG/right_2021_02_07_18_25_12_226.jpg,-0.15,1,0,30.18471
IMG/center_2021_02_07_18_25_12_338.jpg,IMG/left_2021_02_07_18_25_12_338.jpg,IMG/right_2021_02_07_18_25_12_338.jpg,-0.4,1,0,30.15798
IMG/center_2021_02_07_18_25_12_408.jpg,IMG/left_2021_02_07_18_25_12_408.jpg,IMG/right_2021_02_07_18_25_12_408.jpg,0,1,0,30.18911
IMG/center_2021_02_07_18_25_12_520.jpg,IMG/left_2021_02_07_18_25_12_520.jpg,IMG/right_2021_02_07_18_25_12_520.jpg,0,1,0,30.1902
IMG/center_2021_02_07_18_25_12_621.jpg,IMG/left_2021_02_07_18_25_12_621.jpg,IMG/right_2021_02_07_18_25_12_621.jpg,-0.25,1,0,30.17714
IMG/center_2021_02_07_18_25_12_747.jpg,IMG/left_2021_02_07_18_25_12_747.jpg,IMG/right_2021_02_07_18_25_12_747.jpg,0,1,0,30.19017
IMG/center_2021_02_07_18_25_12_861.jpg,IMG/left_2021_02_07_18_25_12_861.jpg,IMG/right_2021_02_07_18_25_12_861.jpg,0,1,0,30.1903
IMG/center_2021_02_07_18_25_12_988.jpg,IMG/left_2021_02_07_18_25_12_988.jpg,IMG/right_2021_02_07_18_25_12_988.jpg,-0.2,1,0,30.18028
IMG/center_2021_02_07_18_25_13_096.jpg,IMG/left_2021_02_07_18_25_13_096.jpg,IMG/right_2021_02_07_18_25_13_096.jpg,0,1,0,30.18838
IMG/center_2021_02_07_18_25_13_210.jpg,IMG/left_2021_02_07_18_25_13_210.jpg,IMG/right_2021_02_07_18_25_13_210.jpg,0,1,0,30.19022
IMG/center_2021_02_07_18_25_13_277.jpg,IMG/left_2021_02_07_18_25_13_277.jpg,IMG/right_2021_02_07_18_25_13_277.jpg,-0.15,1,0,30.18567
IMG/center_2021_02_07_18_25_13_379.jpg,IMG/left_2021_02_07_18_25_13_379.jpg,IMG/right_2021_02_07_18_25_13_379.jpg,-0.4,1,0,30.15884
IMG/center_2021_02_07_18_25_13_492.jpg,IMG/left_2021_02_07_18_25_13_492.jpg,IMG/right_2021_02_07_18_25_13_492.jpg,0,1,0,30.18967
IMG/center_2021_02_07_18_25_13_609.jpg,IMG/left_2021_02_07_18_25_13_609.jpg,IMG/right_2021_02_07_18_25_13_609.jpg,-0.15,1,0,30.18626
IMG/center_2021_02_07_18_25_13_738.jpg,IMG/left_2021_02_07_18_25_13_738.jpg,IMG/right_2021_02_07_18_25_13_738.jpg,0,1,0,30.18896
IMG/center_2021_02_07_18_25_13_812.jpg,IMG/left_2021_02_07_18_25_13_812.jpg,IMG/right_2021_02_07_18_25_13_812.jpg,0,1,0,30.19008
IMG/center_2021_02_07_18_25_13_880.jpg,IMG/left_2021_02_07_18_25_13_880.jpg,IMG/right_2021_02_07_18_25_13_880.jpg,0,1,0,30.19028
IMG/center_2021_02_07_18_25_14_007.jpg,IMG/left_2021_02_07_18_25_14_007.jpg,IMG/right_2021_02_07_18_25_14_007.jpg,-0.35,1,0,30.16465
IMG/center_2021_02_07_18_25_14_087.jpg,IMG/left_2021_02_07_18_25_14_087.jpg,IMG/right_2021_02_07_18_25_14_087.jpg,0,1,0,30.18952
IMG/center_2021_02_07_18_25_14_161.jpg,IMG/left_2021_02_07_18_25_14_161.jpg,IMG/right_2021_02_07_18_25_14_161.jpg,0,1,0,30.19022
IMG/center_2021_02_07_18_25_14_236.jpg,IMG/left_2021_02_07_18_25_14_236.jpg,IMG/right_2021_02_07_18_25_14_236.jpg,0,1,0,30.19029
IMG/center_2021_02_07_18_25_14_378.jpg,IMG/left_2021_02_07_18_25_14_378.jpg,IMG/right_2021_02_07_18_25_14_378.jpg,-0.35,1,0,30.16477
IMG/center_2021_02_07_18_25_14_459.jpg,IMG/left_2021_02_07_18_25_14_459.jpg,IMG/right_2021_02_07_18_25_14_459.jpg,0,1,0,30.18952
IMG/center_2021_02_07_18_25_14_604.jpg,IMG/left_2021_02_07_18_25_14_604.jpg,IMG/right_2021_02_07_18_25_14_604.jpg,0,1,0,30.19032
IMG/center_2021_02_07_18_25_14_678.jpg,IMG/left_2021_02_07_18_25_14_678.jpg,IMG/right_2021_02_07_18_25_14_678.jpg,0,1,0,30.1903
IMG/center_2021_02_07_18_25_14_765.jpg,IMG/left_2021_02_07_18_25_14_765.jpg,IMG/right_2021_02_07_18_25_14_765.jpg,0,1,0,30.19033
IMG/center_2021_02_07_18_25_14_835.jpg,IMG/left_2021_02_07_18_25_14_835.jpg,IMG/right_2021_02_07_18_25_14_835.jpg,0,1,0,30.19028
IMG/center_2021_02_07_18_25_14_910.jpg,IMG/left_2021_02_07_18_25_14_910.jpg,IMG/right_2021_02_07_18_25_14_910.jpg,0,1,0,30.19049
IMG/center_2021_02_07_18_25_14_993.jpg,IMG/left_2021_02_07_18_25_14_993.jpg,IMG/right_2021_02_07_18_25_14_993.jpg,0,1,0,30.19033
IMG/center_2021_02_07_18_25_15_068.jpg,IMG/left_2021_02_07_18_25_15_068.jpg,IMG/right_2021_02_07_18_25_15_068.jpg,0,1,0,30.19028
IMG/center_2021_02_07_18_25_15_139.jpg,IMG/left_2021_02_07_18_25_15_139.jpg,IMG/right_2021_02_07_18_25_15_139.jpg,0,1,0,30.19039
IMG/center_2021_02_07_18_25_15_205.jpg,IMG/left_2021_02_07_18_25_15_205.jpg,IMG/right_2021_02_07_18_25_15_205.jpg,-0.2,1,0,30.17982
IMG/center_2021_02_07_18_25_15_297.jpg,IMG/left_2021_02_07_18_25_15_297.jpg,IMG/right_2021_02_07_18_25_15_297.jpg,-0.4,1,0,30.15751
IMG/center_2021_02_07_18_25_15_385.jpg,IMG/left_2021_02_07_18_25_15_385.jpg,IMG/right_2021_02_07_18_25_15_385.jpg,0,1,0,30.1892
IMG/center_2021_02_07_18_25_15_473.jpg,IMG/left_2021_02_07_18_25_15_473.jpg,IMG/right_2021_02_07_18_25_15_473.jpg,0,1,0,30.1901
IMG/center_2021_02_07_18_25_15_570.jpg,IMG/left_2021_02_07_18_25_15_570.jpg,IMG/right_2021_02_07_18_25_15_570.jpg,-0.1,1,0,30.18864
IMG/center_2021_02_07_18_25_15_663.jpg,IMG/left_2021_02_07_18_25_15_663.jpg,IMG/right_2021_02_07_18_25_15_663.jpg,0,1,0,30.18975
IMG/center_2021_02_07_18_25_15_749.jpg,IMG/left_2021_02_07_18_25_15_749.jpg,IMG/right_2021_02_07_18_25_15_749.jpg,0,1,0,30.19022
IMG/center_2021_02_07_18_25_15_830.jpg,IMG/left_2021_02_07_18_25_15_830.jpg,IMG/right_2021_02_07_18_25_15_830.jpg,0,1,0,30.1905
IMG/center_2021_02_07_18_25_15_987.jpg,IMG/left_2021_02_07_18_25_15_987.jpg,IMG/right_2021_02_07_18_25_15_987.jpg,-0.25,1,0,30.17517
IMG/center_2021_02_07_18_25_16_067.jpg,IMG/left_2021_02_07_18_25_16_067.jpg,IMG/right_2021_02_07_18_25_16_067.jpg,-0.45,1,0,30.15152
IMG/center_2021_02_07_18_25_16_155.jpg,IMG/left_2021_02_07_18_25_16_155.jpg,IMG/right_2021_02_07_18_25_16_155.jpg,0,1,0,30.18839
IMG/center_2021_02_07_18_25_16_232.jpg,IMG/left_2021_02_07_18_25_16_232.jpg,IMG/right_2021_02_07_18_25_16_232.jpg,0,1,0,30.1899
IMG/center_2021_02_07_18_25_16_311.jpg,IMG/left_2021_02_07_18_25_16_311.jpg,IMG/right_2021_02_07_18_25_16_311.jpg,0,1,0,30.1902
IMG/center_2021_02_07_18_25_16_394.jpg,IMG/left_2021_02_07_18_25_16_394.jpg,IMG/right_2021_02_07_18_25_16_394.jpg,-0.2,1,0,30.18152
IMG/center_2021_02_07_18_25_16_461.jpg,IMG/left_2021_02_07_18_25_16_461.jpg,IMG/right_2021_02_07_18_25_16_461.jpg,0,1,0,30.18978
IMG/center_2021_02_07_18_25_16_543.jpg,IMG/left_2021_02_07_18_25_16_543.jpg,IMG/right_2021_02_07_18_25_16_543.jpg,0,1,0,30.19027
IMG/center_2021_02_07_18_25_16_615.jpg,IMG/left_2021_02_07_18_25_16_615.jpg,IMG/right_2021_02_07_18_25_16_615.jpg,0,1,0,30.19029
IMG/center_2021_02_07_18_25_16_690.jpg,IMG/left_2021_02_07_18_25_16_690.jpg,IMG/right_2021_02_07_18_25_16_690.jpg,0,1,0,30.19029
IMG/center_2021_02_07_18_25_16_820.jpg,IMG/left_2021_02_07_18_25_16_820.jpg,IMG/right_2021_02_07_18_25_16_820.jpg,-0.15,1,0,30.18459
IMG/center_2021_02_07_18_25_16_946.jpg,IMG/left_2021_02_07_18_25_16_946.jpg,IMG/right_2021_02_07_18_25_16_946.jpg,-0.5000001,1,0,30.14546
IMG/center_2021_02_07_18_25_17_087.jpg,IMG/left_2021_02_07_18_25_17_087.jpg,IMG/right_2021_02_07_18_25_17_087.jpg,0,1,0,30.18943
IMG/center_2021_02_07_18_25_17_217.jpg,IMG/left_2021_02_07_18_25_17_217.jpg,IMG/right_2021_02_07_18_25_17_217.jpg,-0.3,1,0,30.17364
IMG/center_2021_02_07_18_25_17_355.jpg,IMG/left_2021_02_07_18_25_17_355.jpg,IMG/right_2021_02_07_18_25_17_355.jpg,0,1,0,30.19009
IMG/center_2021_02_07_18_25_17_475.jpg,IMG/left_2021_02_07_18_25_17_475.jpg,IMG/right_2021_02_07_18_25_17_475.jpg,0,0.6375606,0,30.10424
IMG/center_2021_02_07_18_25_17_561.jpg,IMG/left_2021_02_07_18_25_17_561.jpg,IMG/right_2021_02_07_18_25_17_561.jpg,0,0.3784351,0,30.01777
IMG/center_2021_02_07_18_25_17_641.jpg,IMG/left_2021_02_07_18_25_17_641.jpg,IMG/right_2021_02_07_18_25_17_641.jpg,0,0.1403647,0,29.90239
IMG/center_2021_02_07_18_25_17_773.jpg,IMG/left_2021_02_07_18_25_17_773.jpg,IMG/right_2021_02_07_18_25_17_773.jpg,0,0,0,29.50887
IMG/center_2021_02_07_18_25_17_846.jpg,IMG/left_2021_02_07_18_25_17_846.jpg,IMG/right_2021_02_07_18_25_17_846.jpg,0,0,0,29.27105
IMG/center_2021_02_07_18_25_17_919.jpg,IMG/left_2021_02_07_18_25_17_919.jpg,IMG/right_2021_02_07_18_25_17_919.jpg,0,0,0,29.09446
IMG/center_2021_02_07_18_25_18_048.jpg,IMG/left_2021_02_07_18_25_18_048.jpg,IMG/right_2021_02_07_18_25_18_048.jpg,0,0,0,28.68639
IMG/center_2021_02_07_18_25_18_180.jpg,IMG/left_2021_02_07_18_25_18_180.jpg,IMG/right_2021_02_07_18_25_18_180.jpg,0,0,0,28.34193
IMG/center_2021_02_07_18_25_18_514.jpg,IMG/left_2021_02_07_18_25_18_514.jpg,IMG/right_2021_02_07_18_25_18_514.jpg,0,0,0,27.94485
IMG/center_2021_02_08_17_30_31_215.jpg,IMG/left_2021_02_08_17_30_31_215.jpg,IMG/right_2021_02_08_17_30_31_215.jpg,0,0,0,1.24E-06
IMG/center_2021_02_08_17_30_31_311.jpg,IMG/left_2021_02_08_17_30_31_311.jpg,IMG/right_2021_02_08_17_30_31_311.jpg,0,0,0,9.08E-06
IMG/center_2021_02_08_17_30_31_405.jpg,IMG/left_2021_02_08_17_30_31_405.jpg,IMG/right_2021_02_08_17_30_31_405.jpg,0,0,0,2.84E-06
IMG/center_2021_02_08_17_30_31_503.jpg,IMG/left_2021_02_08_17_30_31_503.jpg,IMG/right_2021_02_08_17_30_31_503.jpg,0,0,0,2.18E-05
IMG/center_2021_02_08_17_30_31_602.jpg,IMG/left_2021_02_08_17_30_31_602.jpg,IMG/right_2021_02_08_17_30_31_602.jpg,0,0,0,1.98E-05
IMG/center_2021_02_08_17_30_31_692.jpg,IMG/left_2021_02_08_17_30_31_692.jpg,IMG/right_2021_02_08_17_30_31_692.jpg,0,0,0,2.55E-05
IMG/center_2021_02_08_17_30_31_792.jpg,IMG/left_2021_02_08_17_30_31_792.jpg,IMG/right_2021_02_08_17_30_31_792.jpg,0,0,0,9.19E-06
IMG/center_2021_02_08_17_30_31_891.jpg,IMG/left_2021_02_08_17_30_31_891.jpg,IMG/right_2021_02_08_17_30_31_891.jpg,0,0,0,5.16E-06
IMG/center_2021_02_08_17_30_31_991.jpg,IMG/left_2021_02_08_17_30_31_991.jpg,IMG/right_2021_02_08_17_30_31_991.jpg,0,0,0,1.94E-06
IMG/center_2021_02_08_17_30_32_092.jpg,IMG/left_2021_02_08_17_30_32_092.jpg,IMG/right_2021_02_08_17_30_32_092.jpg,0,0,0,6.77E-06
IMG/center_2021_02_08_17_30_32_178.jpg,IMG/left_2021_02_08_17_30_32_178.jpg,IMG/right_2021_02_08_17_30_32_178.jpg,0,0,0,9.82E-06
IMG/center_2021_02_08_17_30_32_268.jpg,IMG/left_2021_02_08_17_30_32_268.jpg,IMG/right_2021_02_08_17_30_32_268.jpg,0,0,0,3.86E-06
IMG/center_2021_02_08_17_30_32_362.jpg,IMG/left_2021_02_08_17_30_32_362.jpg,IMG/right_2021_02_08_17_30_32_362.jpg,0,0,0,4.76E-06
IMG/center_2021_02_08_17_30_32_469.jpg,IMG/left_2021_02_08_17_30_32_469.jpg,IMG/right_2021_02_08_17_30_32_469.jpg,0,0.1407239,0,0.04191267
IMG/center_2021_02_08_17_30_32_542.jpg,IMG/left_2021_02_08_17_30_32_542.jpg,IMG/right_2021_02_08_17_30_32_542.jpg,0,0.3873686,0,0.4193268
IMG/center_2021_02_08_17_30_32_635.jpg,IMG/left_2021_02_08_17_30_32_635.jpg,IMG/right_2021_02_08_17_30_32_635.jpg,-0.1,0.6161387,0,0.9026086
IMG/center_2021_02_08_17_30_32_726.jpg,IMG/left_2021_02_08_17_30_32_726.jpg,IMG/right_2021_02_08_17_30_32_726.jpg,-0.35,0.885689,0,1.902826
IMG/center_2021_02_08_17_30_32_796.jpg,IMG/left_2021_02_08_17_30_32_796.jpg,IMG/right_2021_02_08_17_30_32_796.jpg,0,1,0,2.843204
IMG/center_2021_02_08_17_30_32_892.jpg,IMG/left_2021_02_08_17_30_32_892.jpg,IMG/right_2021_02_08_17_30_32_892.jpg,-0.1,1,0,4.013898
IMG/center_2021_02_08_17_30_32_994.jpg,IMG/left_2021_02_08_17_30_32_994.jpg,IMG/right_2021_02_08_17_30_32_994.jpg,-0.35,1,0,5.162317
IMG/center_2021_02_08_17_30_33_094.jpg,IMG/left_2021_02_08_17_30_33_094.jpg,IMG/right_2021_02_08_17_30_33_094.jpg,-0.6000001,1,0,6.272344
IMG/center_2021_02_08_17_30_33_197.jpg,IMG/left_2021_02_08_17_30_33_197.jpg,IMG/right_2021_02_08_17_30_33_197.jpg,0,1,0,7.374002
IMG/center_2021_02_08_17_30_33_294.jpg,IMG/left_2021_02_08_17_30_33_294.jpg,IMG/right_2021_02_08_17_30_33_294.jpg,-0.15,1,0,8.502681
IMG/center_2021_02_08_17_30_33_389.jpg,IMG/left_2021_02_08_17_30_33_389.jpg,IMG/right_2021_02_08_17_30_33_389.jpg,-0.4,1,0,9.585762
IMG/center_2021_02_08_17_30_33_495.jpg,IMG/left_2021_02_08_17_30_33_495.jpg,IMG/right_2021_02_08_17_30_33_495.jpg,0,1,0,10.67929
IMG/center_2021_02_08_17_30_33_593.jpg,IMG/left_2021_02_08_17_30_33_593.jpg,IMG/right_2021_02_08_17_30_33_593.jpg,0,1,0,11.61573
IMG/center_2021_02_08_17_30_33_701.jpg,IMG/left_2021_02_08_17_30_33_701.jpg,IMG/right_2021_02_08_17_30_33_701.jpg,-0.25,1,0,12.81535
IMG/center_2021_02_08_17_30_33_801.jpg,IMG/left_2021_02_08_17_30_33_801.jpg,IMG/right_2021_02_08_17_30_33_801.jpg,0,1,0,13.69826
IMG/center_2021_02_08_17_30_33_879.jpg,IMG/left_2021_02_08_17_30_33_879.jpg,IMG/right_2021_02_08_17_30_33_879.jpg,-0.1,1,0,14.68541
IMG/center_2021_02_08_17_30_33_980.jpg,IMG/left_2021_02_08_17_30_33_980.jpg,IMG/right_2021_02_08_17_30_33_980.jpg,0,1,0,15.84652
IMG/center_2021_02_08_17_30_34_089.jpg,IMG/left_2021_02_08_17_30_34_089.jpg,IMG/right_2021_02_08_17_30_34_089.jpg,-0.15,1,0,17.09473
IMG/center_2021_02_08_17_30_34_201.jpg,IMG/left_2021_02_08_17_30_34_201.jpg,IMG/right_2021_02_08_17_30_34_201.jpg,-0.4,1,0,18.03478
IMG/center_2021_02_08_17_30_34_312.jpg,IMG/left_2021_02_08_17_30_34_312.jpg,IMG/right_2021_02_08_17_30_34_312.jpg,0,1,0,19.16205
IMG/center_2021_02_08_17_30_34_415.jpg,IMG/left_2021_02_08_17_30_34_415.jpg,IMG/right_2021_02_08_17_30_34_415.jpg,0,1,0,20.17011
IMG/center_2021_02_08_17_30_34_526.jpg,IMG/left_2021_02_08_17_30_34_526.jpg,IMG/right_2021_02_08_17_30_34_526.jpg,-0.3,1,0,21.34608
IMG/center_2021_02_08_17_30_34_647.jpg,IMG/left_2021_02_08_17_30_34_647.jpg,IMG/right_2021_02_08_17_30_34_647.jpg,-0.6000001,1,0,22.36206
IMG/center_2021_02_08_17_30_34_771.jpg,IMG/left_2021_02_08_17_30_34_771.jpg,IMG/right_2021_02_08_17_30_34_771.jpg,0,1,0,23.48691
IMG/center_2021_02_08_17_30_34_840.jpg,IMG/left_2021_02_08_17_30_34_840.jpg,IMG/right_2021_02_08_17_30_34_840.jpg,-0.15,1,0,24.07676
IMG/center_2021_02_08_17_30_34_961.jpg,IMG/left_2021_02_08_17_30_34_961.jpg,IMG/right_2021_02_08_17_30_34_961.jpg,-0.45,1,0,25.13935
IMG/center_2021_02_08_17_30_35_081.jpg,IMG/left_2021_02_08_17_30_35_081.jpg,IMG/right_2021_02_08_17_30_35_081.jpg,0,0.8058401,0,26.02737
IMG/center_2021_02_08_17_30_35_208.jpg,IMG/left_2021_02_08_17_30_35_208.jpg,IMG/right_2021_02_08_17_30_35_208.jpg,-0.2,0.4313331,0,26.5553
IMG/center_2021_02_08_17_30_35_335.jpg,IMG/left_2021_02_08_17_30_35_335.jpg,IMG/right_2021_02_08_17_30_35_335.jpg,-0.5000001,0.448558,0,26.60584
IMG/center_2021_02_08_17_30_35_449.jpg,IMG/left_2021_02_08_17_30_35_449.jpg,IMG/right_2021_02_08_17_30_35_449.jpg,-0.8000001,0.7871246,0,26.91873
IMG/center_2021_02_08_17_30_35_568.jpg,IMG/left_2021_02_08_17_30_35_568.jpg,IMG/right_2021_02_08_17_30_35_568.jpg,-1,0.4285381,0,26.93735
IMG/center_2021_02_08_17_30_35_636.jpg,IMG/left_2021_02_08_17_30_35_636.jpg,IMG/right_2021_02_08_17_30_35_636.jpg,-1,0.2223965,0,26.78625
IMG/center_2021_02_08_17_30_35_713.jpg,IMG/left_2021_02_08_17_30_35_713.jpg,IMG/right_2021_02_08_17_30_35_713.jpg,-1,0,0,26.42769
IMG/center_2021_02_08_17_30_35_787.jpg,IMG/left_2021_02_08_17_30_35_787.jpg,IMG/right_2021_02_08_17_30_35_787.jpg,0,0,0,26.06266
IMG/center_2021_02_08_17_30_35_865.jpg,IMG/left_2021_02_08_17_30_35_865.jpg,IMG/right_2021_02_08_17_30_35_865.jpg,0,0.2325599,0,26.02434
IMG/center_2021_02_08_17_30_35_938.jpg,IMG/left_2021_02_08_17_30_35_938.jpg,IMG/right_2021_02_08_17_30_35_938.jpg,0,0.01324558,0,25.81977
IMG/center_2021_02_08_17_30_36_005.jpg,IMG/left_2021_02_08_17_30_36_005.jpg,IMG/right_2021_02_08_17_30_36_005.jpg,0,0,0,25.61518
IMG/center_2021_02_08_17_30_36_151.jpg,IMG/left_2021_02_08_17_30_36_151.jpg,IMG/right_2021_02_08_17_30_36_151.jpg,0.4,0,0,25.03122
IMG/center_2021_02_08_17_30_36_222.jpg,IMG/left_2021_02_08_17_30_36_222.jpg,IMG/right_2021_02_08_17_30_36_222.jpg,0.5500001,0.2124525,0,24.91735
IMG/center_2021_02_08_17_30_36_293.jpg,IMG/left_2021_02_08_17_30_36_293.jpg,IMG/right_2021_02_08_17_30_36_293.jpg,0.7500002,0.4208674,0,24.85931
IMG/center_2021_02_08_17_30_36_370.jpg,IMG/left_2021_02_08_17_30_36_370.jpg,IMG/right_2021_02_08_17_30_36_370.jpg,0.9500002,0.6537983,0,24.78032
IMG/center_2021_02_08_17_30_36_441.jpg,IMG/left_2021_02_08_17_30_36_441.jpg,IMG/right_2021_02_08_17_30_36_441.jpg,1,0.8701799,0,24.98688
IMG/center_2021_02_08_17_30_36_513.jpg,IMG/left_2021_02_08_17_30_36_513.jpg,IMG/right_2021_02_08_17_30_36_513.jpg,1,1,0,25.55764
IMG/center_2021_02_08_17_30_36_595.jpg,IMG/left_2021_02_08_17_30_36_595.jpg,IMG/right_2021_02_08_17_30_36_595.jpg,0,0.7587864,0,26.07939
IMG/center_2021_02_08_17_30_36_706.jpg,IMG/left_2021_02_08_17_30_36_706.jpg,IMG/right_2021_02_08_17_30_36_706.jpg,0,0.5250956,0,26.31271
IMG/center_2021_02_08_17_30_36_740.jpg,IMG/left_2021_02_08_17_30_36_740.jpg,IMG/right_2021_02_08_17_30_36_740.jpg,0,0.3187498,0,26.50863
IMG/center_2021_02_08_17_30_36_865.jpg,IMG/left_2021_02_08_17_30_36_865.jpg,IMG/right_2021_02_08_17_30_36_865.jpg,-0.15,0.6948609,0,26.92894
IMG/center_2021_02_08_17_30_36_988.jpg,IMG/left_2021_02_08_17_30_36_988.jpg,IMG/right_2021_02_08_17_30_36_988.jpg,-0.5000001,1,0,27.86522
IMG/center_2021_02_08_17_30_37_106.jpg,IMG/left_2021_02_08_17_30_37_106.jpg,IMG/right_2021_02_08_17_30_37_106.jpg,-0.8000001,0.6452341,0,28.28148
IMG/center_2021_02_08_17_30_37_230.jpg,IMG/left_2021_02_08_17_30_37_230.jpg,IMG/right_2021_02_08_17_30_37_230.jpg,0,0.2714205,0,28.19408
IMG/center_2021_02_08_17_30_37_357.jpg,IMG/left_2021_02_08_17_30_37_357.jpg,IMG/right_2021_02_08_17_30_37_357.jpg,0.15,0,0,27.87568
IMG/center_2021_02_08_17_30_37_470.jpg,IMG/left_2021_02_08_17_30_37_470.jpg,IMG/right_2021_02_08_17_30_37_470.jpg,0,0.3370354,0,27.75911
IMG/center_2021_02_08_17_30_37_578.jpg,IMG/left_2021_02_08_17_30_37_578.jpg,IMG/right_2021_02_08_17_30_37_578.jpg,0,0.3446377,0,27.81817
IMG/center_2021_02_08_17_30_37_687.jpg,IMG/left_2021_02_08_17_30_37_687.jpg,IMG/right_2021_02_08_17_30_37_687.jpg,0.15,0.6728622,0,28.28123
IMG/center_2021_02_08_17_30_37_803.jpg,IMG/left_2021_02_08_17_30_37_803.jpg,IMG/right_2021_02_08_17_30_37_803.jpg,0.4,0.6773406,0,28.84448
IMG/center_2021_02_08_17_30_37_914.jpg,IMG/left_2021_02_08_17_30_37_914.jpg,IMG/right_2021_02_08_17_30_37_914.jpg,0,0.705554,0,29.37384
IMG/center_2021_02_08_17_30_38_024.jpg,IMG/left_2021_02_08_17_30_38_024.jpg,IMG/right_2021_02_08_17_30_38_024.jpg,0,1,0,30.14087
IMG/center_2021_02_08_17_30_38_138.jpg,IMG/left_2021_02_08_17_30_38_138.jpg,IMG/right_2021_02_08_17_30_38_138.jpg,-0.3,0.813862,0,30.12557
IMG/center_2021_02_08_17_30_38_251.jpg,IMG/left_2021_02_08_17_30_38_251.jpg,IMG/right_2021_02_08_17_30_38_251.jpg,-0.6000001,1,0,30.13142
IMG/center_2021_02_08_17_30_38_372.jpg,IMG/left_2021_02_08_17_30_38_372.jpg,IMG/right_2021_02_08_17_30_38_372.jpg,0,1,0,30.18891
IMG/center_2021_02_08_17_30_38_475.jpg,IMG/left_2021_02_08_17_30_38_475.jpg,IMG/right_2021_02_08_17_30_38_475.jpg,-0.15,1,0,30.1882
IMG/center_2021_02_08_17_30_38_594.jpg,IMG/left_2021_02_08_17_30_38_594.jpg,IMG/right_2021_02_08_17_30_38_594.jpg,-0.45,0.6406456,0,30.06957
IMG/center_2021_02_08_17_30_38_721.jpg,IMG/left_2021_02_08_17_30_38_721.jpg,IMG/right_2021_02_08_17_30_38_721.jpg,0,0.2604288,0,29.9955
IMG/center_2021_02_08_17_30_38_849.jpg,IMG/left_2021_02_08_17_30_38_849.jpg,IMG/right_2021_02_08_17_30_38_849.jpg,0,0,0,29.67809
IMG/center_2021_02_08_17_30_38_970.jpg,IMG/left_2021_02_08_17_30_38_970.jpg,IMG/right_2021_02_08_17_30_38_970.jpg,0,0,0,29.3216
IMG/center_2021_02_08_17_30_39_097.jpg,IMG/left_2021_02_08_17_30_39_097.jpg,IMG/right_2021_02_08_17_30_39_097.jpg,0,0,0,28.96999
IMG/center_2021_02_08_17_30_39_214.jpg,IMG/left_2021_02_08_17_30_39_214.jpg,IMG/right_2021_02_08_17_30_39_214.jpg,0,0,0,28.62274
IMG/center_2021_02_08_17_30_39_280.jpg,IMG/left_2021_02_08_17_30_39_280.jpg,IMG/right_2021_02_08_17_30_39_280.jpg,0,0,0,28.45033
IMG/center_2021_02_08_17_30_39_405.jpg,IMG/left_2021_02_08_17_30_39_405.jpg,IMG/right_2021_02_08_17_30_39_405.jpg,0,0,0,28.10883
IMG/center_2021_02_08_17_30_39_519.jpg,IMG/left_2021_02_08_17_30_39_519.jpg,IMG/right_2021_02_08_17_30_39_519.jpg,0,0,0,27.77066
IMG/center_2021_02_08_17_30_39_642.jpg,IMG/left_2021_02_08_17_30_39_642.jpg,IMG/right_2021_02_08_17_30_39_642.jpg,0,0,0,27.43641
IMG/center_2021_02_08_17_30_39_765.jpg,IMG/left_2021_02_08_17_30_39_765.jpg,IMG/right_2021_02_08_17_30_39_765.jpg,0,0,0,27.10616
IMG/center_2021_02_08_17_30_39_878.jpg,IMG/left_2021_02_08_17_30_39_878.jpg,IMG/right_2021_02_08_17_30_39_878.jpg,0,0,0,26.77989
IMG/center_2021_02_08_17_30_39_990.jpg,IMG/left_2021_02_08_17_30_39_990.jpg,IMG/right_2021_02_08_17_30_39_990.jpg,0,0,0,26.45754
IMG/center_2021_02_08_17_30_40_227.jpg,IMG/left_2021_02_08_17_30_40_227.jpg,IMG/right_2021_02_08_17_30_40_227.jpg,0,0,0,26.19187
